title,url,has_fee
Spectral Causality in Multivariate Signals: Beyond Linearity,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=326830,FALSE
Intermodal Coupling Analytics for Function-Function and Function-Structure Mapping,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=326846,FALSE
Statistical Inference for Complex Extreme Events,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=331001,FALSE
Big Data Detectives: Improving Human Health Through Informing Policy,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=325457,FALSE
MIDD: Perspectives and Possibilities,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330277,FALSE
Dosing Designs for Bayesian Emax Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329545,FALSE
Dose Selection Using Nonlinear Mixed-Effect Model Averaging Approaches in Conjunction with Adaptive Optimal Design Techniques,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330711,FALSE
Time-Dependent Covariates in Recurrent Event Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327234,FALSE
Optimal Timing of Stem Cell Transplant for Leukemia Patients,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327264,FALSE
Joint Modeling of Multiple Time-To-Event Outcomes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328777,FALSE
Optimal Multiple Confidence Regions,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329443,FALSE
Semiparametric Regression Methods for Temporal Processes Subject to Multiple Sources of Censoring,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330539,FALSE
"Data Scraping, Parsing, Wrangling, and Cleaning",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329181,FALSE
Bridging the Gap on Multi-Channel Attribution,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328803,FALSE
How to Avoid Some Common Graphical Mistakes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329174,FALSE
Statistical Presentation Power: How to Reveal Your 'X Factor'!!! ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330336,FALSE
Using Historical Controls in CNS Clinical Trials,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329294,FALSE
Designing Trials Using Bayesian Methods with Historical Controls,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329683,FALSE
Advancing Methodologies for Clinical Trials Using Historical Control,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329758,FALSE
Use of Real-World in Clinical Drug Development,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330833,FALSE
Cluster-Temporal Models for Disease Surveillance with an Application to Dengue Fever Infection in Taiwan,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328439,FALSE
Space and Space-Time Cluster Detection Using the LASSO in Disease Mapping,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327295,FALSE
Interacting Cluster Point Process Model for Epidermal Nerve Fibers,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328585,FALSE
Spatially Varying Coefficient Models for Point Pattern Analysis with Large Data Sets,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328321,FALSE
Semiparametric Regression Methods for Spatial and Spatio-Temporal Data with Application to Fine Particulate Matter (PM2.5) Studies,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328918,FALSE
Bridge the Gap Between Statistician and Data Analysis Professionals,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327238,FALSE
Boost Your Analytical Power by Utilizing Text Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328767,FALSE
Statistics at Consumer Reports,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329035,FALSE
Developing a Data Science Program; Challenges and Outcomes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330305,FALSE
High-dimensional Cost-constrained Regression via Non-convex Optimization,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329592,FALSE
Generalized Bias and Variance for Convex Regularized Estimators,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330403,FALSE
High-Dimensional Gaussian Graphical Model for Network-Linked Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329616,FALSE
Toward a Sampling Theory for Statistical Network Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329945,FALSE
Network Regression and Inference,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330170,FALSE
Methods for Estimating Trend in Indicators Monitored with Complex Survey Designs,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328360,FALSE
Modeling Abundance of Multiple Species Using Latent Regression Tree Algorithms ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328479,FALSE
A Multiseason Site Occupancy Model for Use When Sites Are Not Revisited Among Seasons,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327250,FALSE
Examining the Trade-Off Between Computational Gains and Reduced Flexibility When Marginalizing Discrete Latent States in Bayesian Population Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328374,FALSE
Exploiting the Latent Beta Distribution for Modeling Plant Abundance,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327292,FALSE
Optimal AK Composite Estimators in Current Population Survey,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329354,FALSE
Understanding Variance Estimator Bias in Stratified Two-Stage Sampling,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329351,FALSE
Computing Replicated Variance for Stratified Systematic Sampling,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329353,FALSE
Current Population Survey State GVFs and Design Effects,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328364,FALSE
Statistical Literacy for the Practicing Health Scientist,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329341,FALSE
Knowledge Assessment of Statistics Educators in the Health Sciences,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329932,FALSE
Graphical and Quantitative Literacy: Empowerment Begins with Naming and Describing What We Do,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330272,FALSE
Increasing Statistical Literacy by Thinking Like a Journalist (And Maybe Even Working with One),http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330859,FALSE
Regression Calibration to Address Error Prone Time-To-Event Outcomes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329561,FALSE
A Gaussian Copula Approach for Dynamic Prediction of Survival with a Longitudinally Measured Marker,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329286,FALSE
Adjusting for Covariate Measurement Error in Failure Time Analysis Under Competing Risks,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329574,FALSE
Imputation of Missing EHR Data for Modeling Correlated Survival Outcomes ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329588,FALSE
Dependence Modeling for Recurrent Event Times Subject to Right-Censoring with D-Vine Copulas,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327143,FALSE
Flexible and Interpretable Models for Survival Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329042,FALSE
Estimation in the Nested Case-Control Design Under Model Misspecification,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330800,FALSE
Cox Regression with Non-Ignorable Survival Dependent Missing Covariate Values,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328342,FALSE
Temporally Dependent Accelerated Failure Time Model for Capturing the Impact of Events That Alter Survival in Disease Mapping,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328493,FALSE
An Innovative Approach to Identify Biomarker Signatures for Cancer Genetic Data with Survival Endpoints,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328551,FALSE
Survival Analysis Methods for Characterizing B-Cell Mutation Processes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328783,FALSE
Competing Risks Matter in the Analysis of Public Health Data: When and How?,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328947,FALSE
Multivariate Spatial Modeling of Interval-Censored Time-To-Event Data and Clinic Visit Counts,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328955,FALSE
 Inference for Fine-Gray Competing Risks Model with High-Dimensional Covariates,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327077,FALSE
Semiparametric Regression Analysis of Length-Biased Interval-Censored Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330784,FALSE
Sample Size Calculations for Non-Inferiority Trials Using the Concept of Proportional Time ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330818,FALSE
On the Effect of Underlying Dependence Mechanism Over Time-Varying Models for Recurrent Time-To-Event Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329951,FALSE
Regression Analysis of Recurrent Event Data with Measurement Error,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329984,FALSE
Monitoring Rare Events During an Ongoing Clinical Trial,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330008,FALSE
Matching Methods for Evaluating the Effect of a Time-Dependent Treatment on the Survival Function,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330213,FALSE
Remote Perconditioning Enhances Neuro Protection and Collateral Blood Flow During Ischemia in Distal Cerebral Ischemic Rat Model (MCAo) Through AMPK-ENOS Pathways,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329459,FALSE
Polynomial Based Approximate Probability Distributions,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329374,FALSE
Measurement Reliability in Mental Health Research: Critical Implications for Research Design and Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329327,FALSE
Latent Class Model with Mixed-Mode Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330710,FALSE
Common Reducing Subspace Model and Network Alternation Studies,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329045,FALSE
Tailoring PCA for Detecting Sparse Changes in Multi-Stream Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329305,FALSE
Ranked Sparsity Methods for Transparent Model Selection,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328386,FALSE
Image-On-Image Regression: a Spatial Bayesian Latent Factor Model for Predicting Task-Evoked Brain Activity Using Task-Free MRI,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330195,FALSE
Fusion of the Semiparametric Models and Network Measures in the Study of Brain Dynamic Functional Connectivity,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330743,FALSE
Fast Generalised Linear Models in a Database,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329473,FALSE
A Deep Learning Approach to the Estimation of Bias and Variance in HARDI,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329762,FALSE
Creating Counting Process Intervals with Ease,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329933,FALSE
Multi-Scale Vecchia Approximation of Gaussian Processes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329113,FALSE
Discrete Principal Component Analysis for Population Stratification,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329195,FALSE
On Using Gene Genealogies to Find Trait-Influencing Variants,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329166,FALSE
A Hierarchical Bayesian Deconvolution Model for Inferring Immune Cell Components in Tumor,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329699,FALSE
A Hybrid Method of the Sequential Monte Carlo and the Edgeworth Expansion for Computation of Very Small P-Values in Permutation Tests,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327095,FALSE
A Novel Framework for Differential Gene Expression Analysis Using Robust Profile Likelihood Ratios,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329083,FALSE
Empirical Bayes Analysis of Overdispersed High-Dimensional Protein Interaction Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330654,FALSE
An Efficient Resampling Method for Order-Restricted Gene-Trait Association Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327141,FALSE
MHi-C: Robust Leveraging of Multi-Mapping Reads in Hi-C Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327144,FALSE
A Method for Estimating SNP Heritability with Consideration of Variant Correlation and Non-Parametric Relationship,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328316,FALSE
A Nearly Optimal Sequential Testing Approach to Permutation-Based Association Testing,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328616,FALSE
P-Value Estimation for the Risk Score of a Prediction Model,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328793,FALSE
Novel Methods for Gene Set Enrichment Analysis with Empirical Memberships for Overlapping Genes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328849,FALSE
Statistical Learning on Next-Generation Sequencing of T Cell Repertoire Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328550,FALSE
An Integrative Bayesian Approach to Dissect Complex Trait Etiology,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330613,FALSE
Zero-Inflated Poisson Factorization for Single Cell RNA-Sequencing Data Imputation,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330924,FALSE
Optimal Covariate Weighting Increases Discoveries in High-Throughput Biology,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329907,FALSE
Statistical Approach for Investigating Change in Mutational Processes During Cancer Growth and Development,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330022,FALSE
Gene Expression-Based Classification of Cancer Tumours via Penalized Probabilistic Principal Components Analysis,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330102,FALSE
Benford's Law Based Outliers Detection for Population Stratification in Genotype Data ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330138,FALSE
A Tight Spectral Clustering Algorithm for Bipartite Networks with Node Covariates,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329613,FALSE
Advantageous Statistical Tools for Stock Market Investing,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329839,FALSE
